"S.No.","District Code","District Name","Sub-District Code","Sub-District Name","Village Code","Village Version","Village Name","Village Name","Village Category","Village Status","Census 2001 Code","Census 2011 Code"
"457","602","South Andamans","5922","Ferrargunj","645498","1","Jirkatang Camp No. 7 (Fc)","","Rural","Un-Inhabitant","00023500","645498"
"458","602","South Andamans","5922","Ferrargunj","645499","1","Jirkatang No.2 (Efa)","","Rural","Un-Inhabitant","00023600","645499"
"459","602","South Andamans","5922","Ferrargunj","645441","1","Jirkatang No. 2 (Rv)","","Rural","Inhabitant","00023700","645441"
"460","602","South Andamans","5922","Ferrargunj","645460","1","Kadakachang (Rv)","","Rural","Inhabitant","00026600","645460"
"461","602","South Andamans","5922","Ferrargunj","645442","1","Kalatang (Rv)","","Rural","Inhabitant","00024000","645442"
"462","602","South Andamans","5922","Ferrargunj","645453","1","Knapuram (Rv)","","Rural","Inhabitant","00025500","645453"
"463","602","South Andamans","5922","Ferrargunj","645444","1","Madhuban (Rv)","","Rural","Un-Inhabitant","00024200","645444"
"464","602","South Andamans","5922","Ferrargunj","645445","1","Malapuram (Rv)","","Rural","Inhabitant","00024300","645445"
"465","602","South Andamans","5922","Ferrargunj","645513","1","Manglutan (Efa)","","Rural","Un-Inhabitant","00029600","645513"
"466","602","South Andamans","5922","Ferrargunj","645486","1","Manglutan (Rv)","","Rural","Inhabitant","00029500","645486"
"467","602","South Andamans","5922","Ferrargunj","645489","1","Manjeri (Rv) & Line Dera (Fc)","","Rural","Inhabitant","00030000","645489"
"468","602","South Andamans","5922","Ferrargunj","645446","1","Mannarghat (Rv)","","Rural","Inhabitant","00024400","645446"
"469","602","South Andamans","5922","Ferrargunj","645471","1","Manpur (Rv)","","Rural","Inhabitant","00027700","645471"
"470","602","South Andamans","5922","Ferrargunj","645454","1","Mathura (Rv)","","Rural","Inhabitant","00025600","645454"
"471","602","South Andamans","5922","Ferrargunj","645511","1","Maymyo (Efa)","","Rural","Un-Inhabitant","00029100","645511"
"472","602","South Andamans","5922","Ferrargunj","645483","1","Maymyo (Rv)","","Rural","Inhabitant","00029000","645483"
"473","602","South Andamans","5922","Ferrargunj","645492","1","Middle Strait (Jppc)","","Rural","Un-Inhabitant","00022800","645492"
"474","602","South Andamans","5922","Ferrargunj","645502","1","Mile Tilek (Arf)","","Rural","Un-Inhabitant","00024500","645502"
"475","602","South Andamans","5922","Ferrargunj","645501","1","Mile Tilek (Jppc)","","Rural","Un-Inhabitant","00023900","645501"
"476","602","South Andamans","5922","Ferrargunj","645447","1","Mile Tilek (Rv) & Mile Tilek (Efa)","","Rural","Inhabitant","00024600","645447"
"477","602","South Andamans","5922","Ferrargunj","645468","1","Mithakhari (Rv)","","Rural","Inhabitant","00027400","645468"
"478","602","South Andamans","5922","Ferrargunj","645472","1","Mohwa Dera (Rv)","","Rural","Un-Inhabitant","00027800","645472"
"479","602","South Andamans","5922","Ferrargunj","645450","1","Mount Harriet (Rv)","","Rural","Un-Inhabitant","00025200","645450"
"480","602","South Andamans","5922","Ferrargunj","645497","1","Mrichi Dera (Efa)","","Rural","Un-Inhabitant","00023400","645497"
"481","602","South Andamans","5922","Ferrargunj","645475","1","Muslim Basti (Rv)","","Rural","Inhabitant","00028100","645475"
"482","602","South Andamans","5922","Ferrargunj","645466","1","Namunaghar (Rv)","","Rural","Inhabitant","00027200","645466"
"483","602","South Andamans","5922","Ferrargunj","645514","1","Nayashahar (Efa)","","Rural","Un-Inhabitant","00029800","645514"
"484","602","South Andamans","5922","Ferrargunj","645487","1","Nayashahar (Rv)","","Rural","Inhabitant","00029700","645487"
"485","602","South Andamans","5922","Ferrargunj","645462","1","North Bay (Rv)","","Rural","Inhabitant","00026800","645462"
"486","602","South Andamans","5922","Ferrargunj","645474","1","Ograbraij (Rv)","","Rural","Inhabitant","00028000","645474"
"487","602","South Andamans","5922","Ferrargunj","645515","1","Pongi Balu (Fc) & Bada Balu (Efa)","","Rural","Un-Inhabitant","00030100","645515"
"488","602","South Andamans","5922","Ferrargunj","645476","1","Port Mouat (Rv)","","Rural","Inhabitant","00028200","645476"
"489","602","South Andamans","5922","Ferrargunj","645493","1","Potatang (Fc)","","Rural","Un-Inhabitant","00022900","645493"
"490","602","South Andamans","5922","Ferrargunj","645495","1","Shoal Bay 17 (Fc)","","Rural","Un-Inhabitant","00023100","645495"
"491","602","South Andamans","5922","Ferrargunj","645496","1","Shoal Bay 19 (Fc)","","Rural","Un-Inhabitant","00023200","645496"
"492","602","South Andamans","5922","Ferrargunj","645440","1","Shoal Bay (Rv)","","Rural","Inhabitant","00023300","645440"
"493","602","South Andamans","5922","Ferrargunj","645463","1","Shore Point (Rv)","","Rural","Inhabitant","00026900","645463"
"494","602","South Andamans","5922","Ferrargunj","645451","1","Stewartgunj (Rv)","","Rural","Inhabitant","00025300","645451"
"495","602","South Andamans","5922","Ferrargunj","645455","1","Temple Myo (Rv)","","Rural","Inhabitant","00025700","645455"
"496","602","South Andamans","5922","Ferrargunj","645506","1","Tirur I (Jppc)","","Rural","Un-Inhabitant","00025900","645506"
"497","602","South Andamans","5922","Ferrargunj","645508","1","Tirur IV (Jppc)","","Rural","Un-Inhabitant","00026100","645508"
"498","602","South Andamans","5922","Ferrargunj","645509","1","Tirur (Ja)","","Rural","Un-Inhabitant","00026200","645509"
"499","602","South Andamans","5922","Ferrargunj","645503","1","Tirur (Jppc)","","Rural","Un-Inhabitant","00024700","645503"
"500","602","South Andamans","5922","Ferrargunj","645456","1","Tirur (Rv)","","Rural","Inhabitant","00025800","645456"
"501","602","South Andamans","5922","Ferrargunj","645469","1","Tusnabad (Rv)","","Rural","Inhabitant","00027500","645469"
"502","602","South Andamans","5922","Ferrargunj","645490","1","Viper Island (Rv)","","Rural","Un-Inhabitant","00030200","645490"
"503","602","South Andamans","5922","Ferrargunj","645484","1","Wandur (Rv)","","Rural","Inhabitant","00029200","645484"
"504","602","South Andamans","5922","Ferrargunj","645449","2","Wimberlygunj (Rv)","","Rural","Inhabitant","00025100","645449"
"505","602","South Andamans","5922","Ferrargunj","645443","1","Wright Myo (Rv)","","Rural","Inhabitant","00024100","645443"
"506","602","South Andamans","5924","Little Andaman","645570","1","Butler Bay Forest Camp 4-I (Fdca)","","Rural","Un-Inhabitant","00035100","645570"
"507","602","South Andamans","5924","Little Andaman","645569","1","Butler Bay Forest Camp 4-Ii (Fdca)","","Rural","Un-Inhabitant","00035000","645569"
"508","602","South Andamans","5924","Little Andaman","645566","1","Butler Bay Forest Camp 4-Iii (Fdca)","","Rural","Un-Inhabitant","00034600","645566"
"509","602","South Andamans","5924","Little Andaman","645567","1","Butler Bay Forest Camp 4-Iv (Fdca)","","Rural","Un-Inhabitant","00034700","645567"
"510","602","South Andamans","5924","Little Andaman","645552","1","Dugong Creek (Os)","","Rural","Un-Inhabitant","00033800","645552"
"511","602","South Andamans","5924","Little Andaman","645565","1","Forest Camp At 14 Km 5 - I (Fdca)","","Rural","Un-Inhabitant","00034500","645565"
"512","602","South Andamans","5924","Little Andaman","645564","1","Forest Camp At 14 Km. 5-Ii (Fdca)","","Rural","Un-Inhabitant","00034400","645564"
"513","602","South Andamans","5924","Little Andaman","645563","1","Forest Camp At 14 Km. 5-Iii (Fdca)","","Rural","Un-Inhabitant","00034300","645563"
"514","602","South Andamans","5924","Little Andaman","645562","1","Forest Camp At 19 Km. (Fdca)","","Rural","Un-Inhabitant","00034100","645562"
"515","602","South Andamans","5924","Little Andaman","645559","1","Harmender Bay (Ns)","","Rural","Un-Inhabitant","00035400","645559"
"516","602","South Andamans","5924","Little Andaman","645558","1","Hut Bay (Rv)","","Rural","Inhabitant","00035300","645558"
"517","602","South Andamans","5924","Little Andaman","645557","1","M/S Asia & Company (Asia Timber Product)","","Rural","Un-Inhabitant","00035200","645557"
"518","602","South Andamans","5924","Little Andaman","645556","1","Netaji Nagar (Rv)","","Rural","Inhabitant","00034900","645556"
"519","602","South Andamans","5924","Little Andaman","645554","1","Rabindra Nagar (Rv)","","Rural","Inhabitant","00034000","645554"
"520","602","South Andamans","5924","Little Andaman","645555","1","Ramakrishnapur (Rv)","","Rural","Inhabitant","00034200","645555"
"521","602","South Andamans","5924","Little Andaman","645568","1","Red Oil Palm (Nursery Camp)","","Rural","Un-Inhabitant","00034800","645568"
"522","602","South Andamans","5924","Little Andaman","645560","1","South Bay (Light House Camp)","","Rural","Un-Inhabitant","00035500","645560"
"523","602","South Andamans","5924","Little Andaman","645561","1","South Bay (Os)","","Rural","Un-Inhabitant","00035600","645561"
"524","602","South Andamans","5924","Little Andaman","645553","1","Vivekanandapuram (Rv)","","Rural","Inhabitant","00033900","645553"
"525","602","South Andamans","5923","Port Blair","645547","3","Bada Khari (Fc)","","Rural","Un-Inhabitant","00033500","645547"
"526","602","South Andamans","5923","Port Blair","645542","3","Bada Nallaha/Bada Balu (Efa)","","Rural","Un-Inhabitant","00032900","645542"
"527","602","South Andamans","5923","Port Blair","645546","3","Bamboo Nallaha(Efa) Incl. Kichad Nallaha(Efa)","","Rural","Un-Inhabitant","00033300","645546"
"528","602","South Andamans","5923","Port Blair","645537","1","Beadnabad (Rv)","","Rural","Inhabitant","00032600","645537"
"529","602","South Andamans","5923","Port Blair","645518","1","Bejoy Nagar (Rv)","","Rural","Inhabitant","00030600","645518"
"530","602","South Andamans","5923","Port Blair","645523","1","Bharatpur (Rv)","","Rural","Inhabitant","00031100","645523"
"531","602","South Andamans","5923","Port Blair","645535","1","Bimilitan (Rv) & Kodiyaghat","","Rural","Inhabitant","00032400","645535"
"532","602","South Andamans","5923","Port Blair","645532","4","Brichgunj (Rv)","","Urban","Inhabitant","00032000","645532"
"533","602","South Andamans","5923","Port Blair","645531","4","Brookshabad Part (Rv)","","Urban","Inhabitant","00031900","645531"
"534","602","South Andamans","5923","Port Blair","645536","2","Calicut (Rv)","","Rural","Inhabitant","00032500","645536"
"535","602","South Andamans","5923","Port Blair","645539","1","Chidiyatapu (Rv)","","Rural","Inhabitant","00032800","645539"
"536","602","South Andamans","5923","Port Blair","645543","3","Chidiyatapu (Wls)","","Rural","Un-Inhabitant","00033000","645543"
"537","602","South Andamans","5923","Port Blair","645549","3","Cinque Island (Wls)","","Rural","Un-Inhabitant","00033700","645549"
"538","602","South Andamans","5923","Port Blair","645529","4","Dollygunj (Rv)","","Urban","Inhabitant","00031700","645529"
"539","602","South Andamans","5923","Port Blair","645551","2","Garacharma (Ct)","","Urban","Inhabitant","40103000","645551"
"540","602","South Andamans","5923","Port Blair","645517","1","Govinda Nagar (Rv)","","Rural","Inhabitant","00030500","645517"
"541","602","South Andamans","5923","Port Blair","645541","3","John Lawrance (Fc)","","Rural","Un-Inhabitant","00030400","645541"
"542","602","South Andamans","5923","Port Blair","645520","1","Krishna Nagar (Rv)","","Rural","Inhabitant","00030800","645520"
"543","602","South Andamans","5923","Port Blair","645525","1","Lakshmanpur (Rv)","","Rural","Inhabitant","00031300","645525"
"544","602","South Andamans","5923","Port Blair","645530","2","Minnie Bay Part (Rv)","","Urban","Inhabitant","00031800","645530"
"545","602","South Andamans","5923","Port Blair","645544","3","Munda Pahar (Efa)","","Rural","Un-Inhabitant","00033100","645544"
"546","602","South Andamans","5923","Port Blair","645524","1","Neil Kendra (Rv)","","Rural","Inhabitant","00031200","645524"
"547","602","South Andamans","5923","Port Blair","645548","3","North Sentinel Island (Sa)","","Rural","Un-Inhabitant","00033600","645548"
"548","602","South Andamans","5923","Port Blair","645527","4","Pahargaon Part (Rv)","","Urban","Inhabitant","00031500","645527"
"549","602","South Andamans","5923","Port Blair","645550","4","Prothrapur (Ct)","","Urban","Inhabitant","00032100","645550"
"550","602","South Andamans","5923","Port Blair","645521","1","Radha Nagar (Rv)","","Rural","Inhabitant","00030900","645521"
"551","602","South Andamans","5923","Port Blair","645526","1","Ram Nagar (Rv)","","Rural","Inhabitant","00031400","645526"
"552","602","South Andamans","5923","Port Blair","645538","1","Rangachang (Rv)","","Rural","Inhabitant","00032700","645538"
"553","602","South Andamans","5923","Port Blair","645545","3","R.M.Point (Fc)","","Rural","Un-Inhabitant","00033200","645545"
"554","602","South Andamans","5923","Port Blair","645540","1","Rutland (Rv)","","Rural","Inhabitant","00033400","645540"
"555","602","South Andamans","5923","Port Blair","645528","2","School Line Part (Rv)","","Urban","Inhabitant","00031600","645528"
"556","602","South Andamans","5923","Port Blair","645519","1","Shyam Nagar (Rv)","","Rural","Inhabitant","00030700","645519"
"557","602","South Andamans","5923","Port Blair","645534","1","Sippighat (Rv)","","Rural","Inhabitant","00032300","645534"
"558","602","South Andamans","5923","Port Blair","645522","1","Sitapur (Rv)","","Rural","Inhabitant","00031000","645522"
"559","602","South Andamans","5923","Port Blair","645533","1","Teylorabad (Rv)","","Rural","Inhabitant","00032200","645533"
