"S.No.","District Code","District Name","District Census 2011 Code","District Census 2001 Code","Subdistrict Code","Subdistrict Name","Subdistrict Census 2011 Code","Subdistrict Census 2001 Code","Village Code","Village Name","Village Census 2011 Code","Village Census 2001 Code","Local Body Code","Local Body Name"
"449","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645491","Flat Bay (Rv)","645491","00030300","234480","Chouldari"
"450","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645452","Govindapuram (Rv)","645452","00025400","234490","Stewartgunj"
"451","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645488","Guptapara (Rv)","645488","00029900","234482","Guptapara"
"452","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645512","Hashmatabad (Efa)","645512","00029400","234481","Ferrargunj"
"453","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645485","Hashmatabad (Rv)","645485","00029300","273037","Wandoor"
"454","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645457","Herbertabad (Rv)","645457","00026300","273036","Collinpur"
"455","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645473","Hobdipur (Rv)","645473","00027900","234491","Tushnabad"
"456","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645482","Homfreygunj (Rv)","645482","00028900","234484","Humfreygunj"
"457","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645461","Hope Town (Rv)","645461","00026700","234483","Hopetown"
"458","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645504","Jhinga Nallaha (Jppc & Apwdc)","645504","00024800","234481","Ferrargunj"
"459","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645498","Jirkatang Camp No. 7 (Fc)","645498","00023500","234481","Ferrargunj"
"460","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645499","Jirkatang No.2 (Efa)","645499","00023600","234481","Ferrargunj"
"461","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645441","Jirkatang No. 2 (Rv)","645441","00023700","234481","Ferrargunj"
"462","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645460","Kadakachang (Rv)","645460","00026600","234479","Brindraban"
"463","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645442","Kalatang (Rv)","645442","00024000","234485","Mannarghat"
"464","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645453","Knapuram (Rv)","645453","00025500","273035","Kanyapuram"
"465","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645444","Madhuban (Rv)","645444","00024200","234483","Hopetown"
"466","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645445","Malapuram (Rv)","645445","00024300","234485","Mannarghat"
"467","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645513","Manglutan (Efa)","645513","00029600","234481","Ferrargunj"
"468","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645486","Manglutan (Rv)","645486","00029500","234482","Guptapara"
"469","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645489","Manjeri (Rv) & Line Dera (Fc)","645489","00030000","234482","Guptapara"
"470","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645446","Mannarghat (Rv)","645446","00024400","234485","Mannarghat"
"471","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645471","Manpur (Rv)","645471","00027700","273036","Collinpur"
"472","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645454","Mathura (Rv)","645454","00025600","234479","Brindraban"
"473","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645511","Maymyo (Efa)","645511","00029100","234488","Shoal Bay"
"474","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645483","Maymyo (Rv)","645483","00029000","273037","Wandoor"
"475","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645492","Middle Strait (Jppc)","645492","00022800","234481","Ferrargunj"
"476","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645502","Mile Tilek (Arf)","645502","00024500","234481","Ferrargunj"
"477","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645501","Mile Tilek (Jppc)","645501","00023900","234481","Ferrargunj"
"478","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645447","Mile Tilek (Rv) & Mile Tilek (Efa)","645447","00024600","234481","Ferrargunj"
"479","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645468","Mithakhari (Rv)","645468","00027400","234486","Mithakhari"
"480","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645472","Mohwa Dera (Rv)","645472","00027800","234491","Tushnabad"
"481","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645450","Mount Harriet (Rv)","645450","00025200","234483","Hopetown"
"482","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645497","Mrichi Dera (Efa)","645497","00023400","234481","Ferrargunj"
"483","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645475","Muslim Basti (Rv)","645475","00028100","234486","Mithakhari"
"484","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645466","Namunaghar (Rv)","645466","00027200","234487","Namunaghar"
"485","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645514","Nayashahar (Efa)","645514","00029800","234481","Ferrargunj"
"486","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645487","Nayashahar (Rv)","645487","00029700","234482","Guptapara"
"487","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645462","North Bay (Rv)","645462","00026800","234483","Hopetown"
"488","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645474","Ograbraij (Rv)","645474","00028000","234486","Mithakhari"
"489","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645515","Pongi Balu (Fc) & Bada Balu (Efa)","645515","00030100","234481","Ferrargunj"
"490","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645476","Port Mouat (Rv)","645476","00028200","234480","Chouldari"
"491","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645493","Potatang (Fc)","645493","00022900","234481","Ferrargunj"
"492","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645495","Shoal Bay 17 (Fc)","645495","00023100","234488","Shoal Bay"
"493","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645496","Shoal Bay 19 (Fc)","645496","00023200","234488","Shoal Bay"
"494","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645440","Shoal Bay (Rv)","645440","00023300","234488","Shoal Bay"
"495","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645463","Shore Point (Rv)","645463","00026900","234489","Shorepoint"
"496","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645451","Stewartgunj (Rv)","645451","00025300","234490","Stewartgunj"
"497","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645455","Temple Myo (Rv)","645455","00025700","273036","Collinpur"
"498","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645506","Tirur I (Jppc)","645506","00025900","234481","Ferrargunj"
"499","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645508","Tirur IV (Jppc)","645508","00026100","234481","Ferrargunj"
"500","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645509","Tirur (Ja)","645509","00026200","234481","Ferrargunj"
"501","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645503","Tirur (Jppc)","645503","00024700","234481","Ferrargunj"
"502","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645456","Tirur (Rv)","645456","00025800","273036","Collinpur"
"503","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645469","Tusnabad (Rv)","645469","00027500","234491","Tushnabad"
"504","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645490","Viper Island (Rv)","645490","00030200","234481","Ferrargunj"
"505","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645484","Wandur (Rv)","645484","00029200","273037","Wandoor"
"506","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645449","Wimberlygunj (Rv)","645449","00025100","234492","Wimberlygunj"
"507","602","South Andamans","640","01","5922","Ferrargunj","05922","0","645443","Wright Myo (Rv)","645443","00024100","234485","Mannarghat"
"508","602","South Andamans","640","01","5924","Little Andaman","05924","0","645570","Butler Bay Forest Camp 4-I (Fdca)","645570","00035100","234493","Hutbay"
"509","602","South Andamans","640","01","5924","Little Andaman","05924","0","645569","Butler Bay Forest Camp 4-Ii (Fdca)","645569","00035000","234493","Hutbay"
"510","602","South Andamans","640","01","5924","Little Andaman","05924","0","645566","Butler Bay Forest Camp 4-Iii (Fdca)","645566","00034600","234493","Hutbay"
"511","602","South Andamans","640","01","5924","Little Andaman","05924","0","645567","Butler Bay Forest Camp 4-Iv (Fdca)","645567","00034700","234493","Hutbay"
"512","602","South Andamans","640","01","5924","Little Andaman","05924","0","645552","Dugong Creek (Os)","645552","00033800","234495","Ramkrishnapur"
"513","602","South Andamans","640","01","5924","Little Andaman","05924","0","645565","Forest Camp At 14 Km 5 - I (Fdca)","645565","00034500","234493","Hutbay"
"514","602","South Andamans","640","01","5924","Little Andaman","05924","0","645564","Forest Camp At 14 Km. 5-Ii (Fdca)","645564","00034400","234493","Hutbay"
"515","602","South Andamans","640","01","5924","Little Andaman","05924","0","645563","Forest Camp At 14 Km. 5-Iii (Fdca)","645563","00034300","234493","Hutbay"
"516","602","South Andamans","640","01","5924","Little Andaman","05924","0","645562","Forest Camp At 19 Km. (Fdca)","645562","00034100","234493","Hutbay"
"517","602","South Andamans","640","01","5924","Little Andaman","05924","0","645559","Harmender Bay (Ns)","645559","00035400","234493","Hutbay"
"518","602","South Andamans","640","01","5924","Little Andaman","05924","0","645558","Hut Bay (Rv)","645558","00035300","234493","Hutbay"
"519","602","South Andamans","640","01","5924","Little Andaman","05924","0","645557","M/S Asia & Company (Asia Timber Product)","645557","00035200","234493","Hutbay"
"520","602","South Andamans","640","01","5924","Little Andaman","05924","0","645556","Netaji Nagar (Rv)","645556","00034900","234494","Netajinagar"
"521","602","South Andamans","640","01","5924","Little Andaman","05924","0","645554","Rabindra Nagar (Rv)","645554","00034000","272913","Rabindranagar"
"522","602","South Andamans","640","01","5924","Little Andaman","05924","0","645555","Ramakrishnapur (Rv)","645555","00034200","234495","Ramkrishnapur"
"523","602","South Andamans","640","01","5924","Little Andaman","05924","0","645568","Red Oil Palm (Nursery Camp)","645568","00034800","234493","Hutbay"
"524","602","South Andamans","640","01","5924","Little Andaman","05924","0","645560","South Bay (Light House Camp)","645560","00035500","234493","Hutbay"
"525","602","South Andamans","640","01","5924","Little Andaman","05924","0","645561","South Bay (Os)","645561","00035600","234493","Hutbay"
"526","602","South Andamans","640","01","5924","Little Andaman","05924","0","645553","Vivekanandapuram (Rv)","645553","00033900","234496","Vivekanandapur"
"527","602","South Andamans","640","01","5923","Port Blair","05923","0","645547","Bada Khari (Fc)","645547","00033500","234505","Beodnabad"
"528","602","South Andamans","640","01","5923","Port Blair","05923","0","645542","Bada Nallaha/Bada Balu (Efa)","645542","00032900","234505","Beodnabad"
"529","602","South Andamans","640","01","5923","Port Blair","05923","0","645546","Bamboo Nallaha(Efa) Incl. Kichad Nallaha(Efa)","645546","00033300","234505","Beodnabad"
"530","602","South Andamans","640","01","5923","Port Blair","05923","0","645537","Beadnabad (Rv)","645537","00032600","234505","Beodnabad"
"531","602","South Andamans","640","01","5923","Port Blair","05923","0","645518","Bejoy Nagar (Rv)","645518","00030600","234510","Govindnagar"
"532","602","South Andamans","640","01","5923","Port Blair","05923","0","645523","Bharatpur (Rv)","645523","00031100","234511","Neil Island"
"533","602","South Andamans","640","01","5923","Port Blair","05923","0","645535","Bimilitan (Rv) & Kodiyaghat","645535","00032400","234513","Sippighat"
"534","602","South Andamans","640","01","5923","Port Blair","05923","0","645532","Brichgunj (Rv)","645532","00032000","",""
"535","602","South Andamans","640","01","5923","Port Blair","05923","0","645531","Brookshabad Part (Rv)","645531","00031900","",""
"536","602","South Andamans","640","01","5923","Port Blair","05923","0","645536","Calicut (Rv)","645536","00032500","272914","Calicut"
"537","602","South Andamans","640","01","5923","Port Blair","05923","0","645539","Chidiyatapu (Rv)","645539","00032800","234505","Beodnabad"
"538","602","South Andamans","640","01","5923","Port Blair","05923","0","645543","Chidiyatapu (Wls)","645543","00033000","234505","Beodnabad"
"539","602","South Andamans","640","01","5923","Port Blair","05923","0","645549","Cinque Island (Wls)","645549","00033700","234505","Beodnabad"
"540","602","South Andamans","640","01","5923","Port Blair","05923","0","645529","Dollygunj (Rv)","645529","00031700","",""
"541","602","South Andamans","640","01","5923","Port Blair","05923","0","645551","Garacharma (Ct)","645551","40103000","",""
"542","602","South Andamans","640","01","5923","Port Blair","05923","0","645517","Govinda Nagar (Rv)","645517","00030500","234510","Govindnagar"
"543","602","South Andamans","640","01","5923","Port Blair","05923","0","645541","John Lawrance (Fc)","645541","00030400","234505","Beodnabad"
"544","602","South Andamans","640","01","5923","Port Blair","05923","0","645520","Krishna Nagar (Rv)","645520","00030800","234514","Shyamnagar"
"545","602","South Andamans","640","01","5923","Port Blair","05923","0","645525","Lakshmanpur (Rv)","645525","00031300","234511","Neil Island"
"546","602","South Andamans","640","01","5923","Port Blair","05923","0","645530","Minnie Bay Part (Rv)","645530","00031800","",""
"547","602","South Andamans","640","01","5923","Port Blair","05923","0","645544","Munda Pahar (Efa)","645544","00033100","234505","Beodnabad"
"548","602","South Andamans","640","01","5923","Port Blair","05923","0","645524","Neil Kendra (Rv)","645524","00031200","234511","Neil Island"
"549","602","South Andamans","640","01","5923","Port Blair","05923","0","645548","North Sentinel Island (Sa)","645548","00033600","234505","Beodnabad"
"550","602","South Andamans","640","01","5923","Port Blair","05923","0","645527","Pahargaon Part (Rv)","645527","00031500","",""
"551","602","South Andamans","640","01","5923","Port Blair","05923","0","645550","Prothrapur (Ct)","645550","00032100","",""
"552","602","South Andamans","640","01","5923","Port Blair","05923","0","645521","Radha Nagar (Rv)","645521","00030900","234514","Shyamnagar"
"553","602","South Andamans","640","01","5923","Port Blair","05923","0","645526","Ram Nagar (Rv)","645526","00031400","234511","Neil Island"
"554","602","South Andamans","640","01","5923","Port Blair","05923","0","645538","Rangachang (Rv)","645538","00032700","234505","Beodnabad"
"555","602","South Andamans","640","01","5923","Port Blair","05923","0","645545","R.M.Point (Fc)","645545","00033200","234505","Beodnabad"
"556","602","South Andamans","640","01","5923","Port Blair","05923","0","645540","Rutland (Rv)","645540","00033400","234505","Beodnabad"
"557","602","South Andamans","640","01","5923","Port Blair","05923","0","645528","School Line Part (Rv)","645528","00031600","",""
"558","602","South Andamans","640","01","5923","Port Blair","05923","0","645519","Shyam Nagar (Rv)","645519","00030700","234514","Shyamnagar"
"559","602","South Andamans","640","01","5923","Port Blair","05923","0","645534","Sippighat (Rv)","645534","00032300","234513","Sippighat"
"560","602","South Andamans","640","01","5923","Port Blair","05923","0","645522","Sitapur (Rv)","645522","00031000","234511","Neil Island"
"561","602","South Andamans","640","01","5923","Port Blair","05923","0","645533","Teylorabad (Rv)","645533","00032200","234513","Sippighat"
