"State Code","State Name (In English)","District Code","District Name (In English)","Development Block Code","Development Block Name (In English)","Village Code","Village Name (In English)"
"35","Andaman And Nicobar Islands","602","South Andamans","6496","Prothrapur","645537","Beadnabad (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6496","Prothrapur","645518","Bejoy Nagar (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6496","Prothrapur","645523","Bharatpur (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6496","Prothrapur","645535","Bimilitan (Rv) & Kodiyaghat"
"35","Andaman And Nicobar Islands","602","South Andamans","6496","Prothrapur","645532","Brichgunj (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6496","Prothrapur","645531","Brookshabad Part (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6496","Prothrapur","645536","Calicut (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6496","Prothrapur","645539","Chidiyatapu (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6496","Prothrapur","645543","Chidiyatapu (Wls)"
"35","Andaman And Nicobar Islands","602","South Andamans","6496","Prothrapur","645549","Cinque Island (Wls)"
"35","Andaman And Nicobar Islands","602","South Andamans","6496","Prothrapur","645529","Dollygunj (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6496","Prothrapur","645551","Garacharma (Ct)"
"35","Andaman And Nicobar Islands","602","South Andamans","6496","Prothrapur","645517","Govinda Nagar (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6496","Prothrapur","645541","John Lawrance (Fc)"
"35","Andaman And Nicobar Islands","602","South Andamans","6496","Prothrapur","645520","Krishna Nagar (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6496","Prothrapur","645525","Lakshmanpur (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6496","Prothrapur","645530","Minnie Bay Part (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6496","Prothrapur","645544","Munda Pahar (Efa)"
"35","Andaman And Nicobar Islands","602","South Andamans","6496","Prothrapur","645524","Neil Kendra (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6496","Prothrapur","645548","North Sentinel Island (Sa)"
"35","Andaman And Nicobar Islands","602","South Andamans","6496","Prothrapur","645527","Pahargaon Part (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6496","Prothrapur","645550","Prothrapur (Ct)"
"35","Andaman And Nicobar Islands","602","South Andamans","6496","Prothrapur","645521","Radha Nagar (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6496","Prothrapur","645526","Ram Nagar (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6496","Prothrapur","645538","Rangachang (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6496","Prothrapur","645545","R.M.Point (Fc)"
"35","Andaman And Nicobar Islands","602","South Andamans","6496","Prothrapur","645540","Rutland (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6496","Prothrapur","645528","School Line Part (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6496","Prothrapur","645519","Shyam Nagar (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6496","Prothrapur","645534","Sippighat (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6496","Prothrapur","645522","Sitapur (Rv)"
"35","Andaman And Nicobar Islands","602","South Andamans","6496","Prothrapur","645533","Teylorabad (Rv)"
